0	auoir troue fait elle. 	auoir trouue. 	0
1	si li conte toute sauenture 	si luy compte toute sauanture 	1
2	si com li contes la retrait cha en arriere. 	ansi comme le comte la dit cy deuant 	2
3	Tant que il connoist bien 	tant que il cognoist bien 	3
4	quele le quiert. 	que cest il quelle quiert. 	4
5	Mais pour le courous 	Mais pour le courroux 	5
6|7	quil a del senescal. |ne se volt il faire aconnoistre. 	quil a de la mort au seneschal ne se ueult il faire cognoistre 	6
8|9	Ains li respont. |Certes damoisele le cheualier 	Certes damoisele de celle mesmes matiere dessus dicte ie ne scay nul cheualier 	7
10	qui porte blanches armes ne connois iou mie. 	qui porte escu blanc. 	8
11	Enon dieu sire fait elle 	Certes sire fait elle ce me poise 	9
12	che poise moi moult durement. 	et il ne tient plus parole a luy. 	10
13|14	Lors le commande a dieu |et puis sen part de li 	ains sem part si tost quil leut commandee a dieu 	11
15	et cheuauche en tel maniere iusques a tierce. 	et cheuauche en telle maniere iucqua tierce 	12
16	Tant que il vint a lissue de la forest. 	tant quil uient a lissue de la fourest.	13
17	et torne a destre en vn petit chemin viez 	et il tourne a destre vers ung chemin uieil et ancien. 	14
18	Si ne demora gaires 	Si ne demoura gueres 	15
19|20	quil vint en vne moult grant ualee |ou il couroit vne aigue grant et roide et parfunde. 	quil uient a une caue lee et parfonde 	16
21	mais il ni troeue ne pont ne passage. 	mais il ny treuue pont ne gue ne passage nul. 	17
22	Et il regarde de lautre part de laigue 	et il regarde de lautrepart de leaue 	18
23	si y uoit. j. castel moult bien seant. clos de mur bateillie tout entor a la reonde. 	si uoit ung petit chastel moult bien seant clos de mur bataille tout entour a la ronde . 	19
24	Il regarde le chastel grant piece 	Il regarde grant piece le chastel 	20
25	dont la fachons li plaisoit moult a regarder. 	dont la facon luy plaist moult a regarder 	21
26	puis sen torne contremont la riuiere 	puis sen retourne tout contreual la riuiere 	22
27|28	pour sauoir |se il troueroit ne pont ne gue. 	pour sauoir sil pourroit trouuer ne pont ne gue 	23
29	mais il ni trueue nul passage. 	Mais il ny en treuue point. 	24
30|31	Et quant il voit chou |si ne set 	Et quant il uoit quil ne puet passer 	25
32	que faire quar retorner 	si ne scet que faire 	26
33	ne volroit il en nulle maniere. 	car retourner ne uouldroit il pas. 	27
34	Lors uoit issir del castel vne damoisele toute nue en sa chemise. 	Adonc uoit yssir du chastel une damoisele |qui estoit toute nue en sa chemise. 	28|29
35	si le menoient. iiij. ribaut moult felenessement 	si la menoyent quatre nibaux moult uilainement 	30
36	et tenoit Cascuns en sa main. i. coutel trenchant. 	et tenoit ch̃un une hache en sa main. 	31
37	Et elle crioit 	et elle crioit 	32
38	quamque elle pooit por chiaus 	tant quelle pouoit crier pour ceulx 	33
39	qui li faisoient tel laidure. 	qui luy faisoient tel honte et telle laidure 	34
40	quar il lenmenoient tot contreual la riuiere batant 	qui la uenoient batant tout contreual la riuiere. 	35
41	Et quant elle vit le cheualier de lautre part de laigue. 	Et quant la damoisele uoit le cheualier de lautre part de leaue 	36
42|43	si li commenche a crier. |Ha : gentils homs quar secoures ceste damoisele 	si luy commence a crier haa gentili cheualier secourez ceste damoisele 	37
44	que cist ribaut voelent ochirre. 	que ces ribaux ueulent occire. 	38
45	Pour dieu ne mi laissies ore mie morir. 	Haa franc homme ne me lessez mourir 	39
46	se vous eustes onques pitie de nulle damoisele ne de nulle gentil dame 	si uous eustes onc pitie de nulle gentilz damoisele. 	40
47	Quant bohors oy 	quant boort ouy celle 	41
48	que la damoisele li prioit si piteusement de li secorre 	qui le prie si piteusement |quil la sequeure il ne scait que faire 	42|43
49|50	si One sot |que faire quar volentiers li alast aidier sil peust estre 	car uoulentiers luy alast aider sil peust 	44
51	mais il voit laigue parfonde et perillouse et noire. 	mais il uoit leaue parfonde noire et perilleuse 	45
52|53	si quide bien morir |se il si met 	que il cuide bien mourir sil si mect dedans. 	46
54	Et dautre part voit il cels 	Et dautre part il uoit celle 	47
55	qui si piteusement li crie merci. 	qui si fort luy crie mercy. 	48
56	si len prent tele pities 	si luy en prent telle pitie 	49
57	quil en laisse toute paour 	quil en laisse toute paour. 	50
58	et met le signe de la vraie crois en mi son front et en mi son pis. 	si en fait le signe de la croix enmy son uis. 	51
59	puis enbrace son escu 	puis embrace lescu 	52
60	et fiert le cheual des esperons 	et broche le cheual des esperons 	53
61	et se lance en laigue. 	et se fiert erraument en leaue. 	54
62	Et li cheuaus commence a noier: 	et le cheual fu fort |si commence a nouer si tost 	55|56
63	si tost quil a terre perdue. 	quil eut terre perdue 	57
64	si lenporte de lautre part a grant paine 	si lemporte de lautre part de ma riue a quelque peine. 	58
